Product_Name,Category,Manufacture_Date,Expiry_Date,Manufacturer,Stock_Quantity,Sales_Trend,Days_to_Expiry,Discount_Band
Bananas,Produce,16/10/2025,24/10/2025,Tropicana,105,Low,3,20%
Yogurt,Dairy,06/10/2025,23/10/2025,DairyLand,298,Medium,2,20%
Yogurt,Dairy,05/10/2025,27/10/2025,DairyLand,61,High,6,0%
Cheddar Cheese,Dairy,19/10/2025,24/12/2025,DairyLand,53,Low,64,0%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,126,High,6,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,74,Low,3,20%
Fresh Milk,Dairy,19/10/2025,01/11/2025,FarmFresh,138,High,11,0%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,173,Low,2,20%
Fresh Milk,Dairy,16/10/2025,26/10/2025,FarmFresh,79,High,5,0%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,252,Medium,2,20%
Frozen Pizza,Frozen,31/05/2025,06/06/2026,QuickMeals,33,Low,228,0%
Soda (6-pack),Beverage,11/07/2025,14/01/2026,Bubbly Co.,94,Low,85,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,284,High,1,20%
Apples,Produce,01/10/2025,24/10/2025,Orchard Gold,191,Low,3,20%
Yogurt,Dairy,15/10/2025,03/11/2025,DairyLand,270,High,13,10%
Yogurt,Dairy,07/10/2025,28/10/2025,DairyLand,71,Low,7,15%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,188,Medium,2,20%
Cheddar Cheese,Dairy,14/10/2025,06/12/2025,DairyLand,66,Medium,46,0%
Frozen Pizza,Frozen,25/03/2025,03/06/2026,QuickMeals,13,High,225,0%
Soda (6-pack),Beverage,06/09/2025,27/02/2026,Bubbly Co.,138,Low,129,0%
Apples,Produce,14/10/2025,08/11/2025,Orchard Gold,292,High,18,0%
Apples,Produce,11/10/2025,06/11/2025,Orchard Gold,10,Medium,16,0%
Chicken Breast,Meat,16/10/2025,23/10/2025,Quality Meats,60,Low,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,264,High,2,20%
Frozen Pizza,Frozen,21/04/2025,31/05/2026,QuickMeals,103,Medium,222,0%
Soda (6-pack),Beverage,28/08/2025,31/03/2026,Bubbly Co.,284,Medium,161,0%
Yogurt,Dairy,16/10/2025,03/11/2025,DairyLand,274,High,13,5%
Yogurt,Dairy,04/10/2025,23/10/2025,DairyLand,29,High,2,20%
Frozen Pizza,Frozen,08/12/2024,11/02/2026,QuickMeals,25,Low,113,0%
Cheddar Cheese,Dairy,27/09/2025,24/11/2025,DairyLand,54,Low,34,0%
Bananas,Produce,19/10/2025,28/10/2025,Tropicana,86,Low,7,15%
Fresh Milk,Dairy,13/10/2025,23/10/2025,FarmFresh,24,Medium,2,20%
Yogurt,Dairy,16/10/2025,08/11/2025,DairyLand,215,High,18,0%
Cheddar Cheese,Dairy,01/10/2025,30/11/2025,DairyLand,180,Low,40,5%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,103,Low,2,20%
Frozen Pizza,Frozen,26/07/2025,19/08/2026,QuickMeals,290,Medium,302,0%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,55,Medium,2,20%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,22,Low,6,15%
Cheddar Cheese,Dairy,01/09/2025,06/11/2025,DairyLand,293,High,16,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,85,Low,2,20%
Cheddar Cheese,Dairy,05/09/2025,11/11/2025,DairyLand,163,Medium,21,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,70,High,2,20%
Cheddar Cheese,Dairy,09/10/2025,27/11/2025,DairyLand,115,Low,37,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,18,High,1,20%
Bananas,Produce,19/10/2025,26/10/2025,Tropicana,276,Medium,5,10%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,132,High,2,0%
Soda (6-pack),Beverage,03/05/2025,18/11/2025,Bubbly Co.,47,Low,28,0%
Soda (6-pack),Beverage,09/05/2025,19/11/2025,Bubbly Co.,276,Low,29,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,173,Low,3,20%
Chicken Breast,Meat,21/10/2025,26/10/2025,Quality Meats,48,Medium,5,15%
Chicken Breast,Meat,14/10/2025,22/10/2025,Quality Meats,197,High,1,20%
Soda (6-pack),Beverage,09/10/2025,03/05/2026,Bubbly Co.,26,High,194,0%
Frozen Pizza,Frozen,25/08/2025,04/09/2026,QuickMeals,281,High,318,0%
Cheddar Cheese,Dairy,17/08/2025,25/10/2025,DairyLand,271,Low,4,15%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,168,Medium,3,20%
Bananas,Produce,16/10/2025,22/10/2025,Tropicana,241,Low,1,20%
Fresh Milk,Dairy,20/10/2025,30/10/2025,FarmFresh,115,Low,9,10%
Frozen Pizza,Frozen,27/11/2024,04/11/2025,QuickMeals,140,Medium,14,0%
Soda (6-pack),Beverage,12/08/2025,07/01/2026,Bubbly Co.,110,High,78,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,237,Medium,1,20%
Apples,Produce,17/10/2025,09/11/2025,Orchard Gold,216,Low,19,0%
Soda (6-pack),Beverage,01/08/2025,27/01/2026,Bubbly Co.,298,Medium,98,0%
Soda (6-pack),Beverage,15/06/2025,07/01/2026,Bubbly Co.,26,Low,78,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,81,Medium,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,50,Medium,2,20%
Frozen Pizza,Frozen,02/01/2025,04/11/2025,QuickMeals,21,Low,14,10%
Soda (6-pack),Beverage,18/06/2025,26/11/2025,Bubbly Co.,272,Low,36,0%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,142,Medium,6,0%
Yogurt,Dairy,21/10/2025,10/11/2025,DairyLand,195,Low,20,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,261,Low,2,20%
Yogurt,Dairy,21/10/2025,10/11/2025,DairyLand,83,Medium,20,0%
Cheddar Cheese,Dairy,20/10/2025,10/12/2025,DairyLand,30,Medium,50,0%
Frozen Pizza,Frozen,20/06/2025,24/08/2026,QuickMeals,77,Low,307,0%
Cheddar Cheese,Dairy,03/10/2025,30/11/2025,DairyLand,67,High,40,0%
Yogurt,Dairy,08/10/2025,31/10/2025,DairyLand,33,High,10,0%
Frozen Pizza,Frozen,23/06/2025,05/06/2026,QuickMeals,121,Medium,227,0%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,36,Low,4,15%
Chicken Breast,Meat,16/10/2025,22/10/2025,Quality Meats,106,Low,1,20%
Fresh Milk,Dairy,10/10/2025,24/10/2025,FarmFresh,160,High,3,20%
Chicken Breast,Meat,19/10/2025,25/10/2025,Quality Meats,279,Medium,4,15%
Cheddar Cheese,Dairy,22/08/2025,28/10/2025,DairyLand,254,Low,7,15%
Apples,Produce,02/10/2025,26/10/2025,Orchard Gold,253,High,5,10%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,189,Medium,2,20%
Yogurt,Dairy,08/10/2025,25/10/2025,DairyLand,210,Medium,4,10%
Cheddar Cheese,Dairy,13/10/2025,07/12/2025,DairyLand,238,Medium,47,0%
Cheddar Cheese,Dairy,17/08/2025,22/10/2025,DairyLand,211,Low,1,20%
Soda (6-pack),Beverage,19/08/2025,14/03/2026,Bubbly Co.,80,High,144,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,200,Medium,3,20%
Cheddar Cheese,Dairy,09/09/2025,04/11/2025,DairyLand,246,Low,14,10%
Frozen Pizza,Frozen,12/02/2025,12/12/2025,QuickMeals,299,Low,52,0%
Bananas,Produce,21/10/2025,29/10/2025,Tropicana,264,High,8,10%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,32,Low,3,20%
Soda (6-pack),Beverage,17/09/2025,10/03/2026,Bubbly Co.,111,Low,140,0%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,97,Low,2,20%
Fresh Milk,Dairy,20/10/2025,02/11/2025,FarmFresh,256,Medium,12,10%
Bananas,Produce,19/10/2025,25/10/2025,Tropicana,204,Medium,4,10%
Apples,Produce,19/10/2025,08/11/2025,Orchard Gold,54,Low,18,0%
Frozen Pizza,Frozen,11/04/2025,12/06/2026,QuickMeals,56,Medium,234,0%
Apples,Produce,19/10/2025,14/11/2025,Orchard Gold,183,Medium,24,0%
Yogurt,Dairy,10/10/2025,30/10/2025,DairyLand,141,High,9,0%
Frozen Pizza,Frozen,07/01/2025,07/11/2025,QuickMeals,199,Medium,17,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,214,Medium,1,20%
Soda (6-pack),Beverage,01/06/2025,07/12/2025,Bubbly Co.,77,Low,47,0%
Frozen Pizza,Frozen,22/09/2025,29/08/2026,QuickMeals,84,High,312,0%
Yogurt,Dairy,21/10/2025,07/11/2025,DairyLand,210,Medium,17,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,28,Low,1,20%
Bananas,Produce,16/10/2025,24/10/2025,Tropicana,276,Medium,3,20%
Frozen Pizza,Frozen,31/12/2024,29/10/2025,QuickMeals,271,Medium,8,10%
Apples,Produce,07/10/2025,02/11/2025,Orchard Gold,82,High,12,0%
Fresh Milk,Dairy,14/10/2025,28/10/2025,FarmFresh,24,High,7,0%
Cheddar Cheese,Dairy,07/10/2025,11/12/2025,DairyLand,180,High,51,0%
Fresh Milk,Dairy,12/10/2025,23/10/2025,FarmFresh,167,Medium,2,20%
Yogurt,Dairy,03/10/2025,22/10/2025,DairyLand,232,Low,1,20%
Soda (6-pack),Beverage,23/06/2025,14/12/2025,Bubbly Co.,58,High,54,0%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,183,Medium,1,20%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,249,Low,1,20%
Cheddar Cheese,Dairy,20/10/2025,22/12/2025,DairyLand,243,Low,62,0%
Apples,Produce,07/10/2025,27/10/2025,Orchard Gold,246,Medium,6,10%
Fresh Milk,Dairy,13/10/2025,22/10/2025,FarmFresh,94,High,1,20%
Fresh Milk,Dairy,13/10/2025,25/10/2025,FarmFresh,67,Low,4,15%
Fresh Milk,Dairy,17/10/2025,27/10/2025,FarmFresh,27,Medium,6,5%
Frozen Pizza,Frozen,23/04/2025,25/05/2026,QuickMeals,25,Medium,216,0%
Frozen Pizza,Frozen,14/07/2025,07/07/2026,QuickMeals,285,High,259,0%
Bananas,Produce,16/10/2025,23/10/2025,Tropicana,154,High,2,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,183,Low,5,15%
Soda (6-pack),Beverage,08/08/2025,22/02/2026,Bubbly Co.,143,Low,124,0%
Apples,Produce,08/10/2025,06/11/2025,Orchard Gold,289,Low,16,5%
Cheddar Cheese,Dairy,07/09/2025,14/11/2025,DairyLand,174,High,24,0%
Fresh Milk,Dairy,17/10/2025,29/10/2025,FarmFresh,139,High,8,0%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,12,High,3,20%
Yogurt,Dairy,21/10/2025,07/11/2025,DairyLand,141,Low,17,0%
Chicken Breast,Meat,19/10/2025,27/10/2025,Quality Meats,60,High,6,15%
Apples,Produce,17/10/2025,08/11/2025,Orchard Gold,48,High,18,0%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,235,High,5,15%
Soda (6-pack),Beverage,30/06/2025,28/11/2025,Bubbly Co.,245,Medium,38,0%
Soda (6-pack),Beverage,13/09/2025,12/03/2026,Bubbly Co.,27,Low,142,0%
Apples,Produce,28/09/2025,26/10/2025,Orchard Gold,93,Low,5,15%
Soda (6-pack),Beverage,01/07/2025,02/01/2026,Bubbly Co.,100,Low,73,0%
Cheddar Cheese,Dairy,16/09/2025,13/11/2025,DairyLand,126,High,23,0%
Fresh Milk,Dairy,20/10/2025,31/10/2025,FarmFresh,70,Medium,10,5%
Soda (6-pack),Beverage,09/09/2025,06/03/2026,Bubbly Co.,43,High,136,0%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,90,High,1,20%
Bananas,Produce,16/10/2025,23/10/2025,Tropicana,84,Low,2,20%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,124,High,2,20%
Yogurt,Dairy,08/10/2025,26/10/2025,DairyLand,193,Low,5,15%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,46,Medium,2,20%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,250,Medium,6,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,162,High,2,20%
Cheddar Cheese,Dairy,20/09/2025,13/11/2025,DairyLand,91,Low,23,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,264,Medium,2,20%
Frozen Pizza,Frozen,26/05/2025,17/06/2026,QuickMeals,106,Low,239,0%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,242,High,2,20%
Bananas,Produce,13/10/2025,22/10/2025,Tropicana,222,High,1,20%
Soda (6-pack),Beverage,22/08/2025,25/03/2026,Bubbly Co.,201,Medium,155,0%
Chicken Breast,Meat,18/10/2025,26/10/2025,Quality Meats,202,Low,5,15%
Yogurt,Dairy,04/10/2025,25/10/2025,DairyLand,109,Medium,4,5%
Yogurt,Dairy,07/10/2025,29/10/2025,DairyLand,19,High,8,0%
Cheddar Cheese,Dairy,27/09/2025,14/11/2025,DairyLand,271,Low,24,5%
Yogurt,Dairy,06/10/2025,23/10/2025,DairyLand,296,Low,2,20%
Yogurt,Dairy,13/10/2025,29/10/2025,DairyLand,121,High,8,0%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,138,Low,4,15%
Fresh Milk,Dairy,12/10/2025,25/10/2025,FarmFresh,247,Low,4,15%
Soda (6-pack),Beverage,28/08/2025,23/01/2026,Bubbly Co.,143,Low,94,0%
Frozen Pizza,Frozen,22/03/2025,23/02/2026,QuickMeals,279,Medium,125,0%
Soda (6-pack),Beverage,11/06/2025,14/11/2025,Bubbly Co.,289,High,24,0%
Frozen Pizza,Frozen,03/09/2025,16/07/2026,QuickMeals,270,High,268,0%
Apples,Produce,04/10/2025,27/10/2025,Orchard Gold,170,High,6,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,59,High,3,20%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,171,High,2,20%
Yogurt,Dairy,15/10/2025,31/10/2025,DairyLand,283,Low,10,10%
Frozen Pizza,Frozen,16/02/2025,10/12/2025,QuickMeals,184,High,50,0%
Soda (6-pack),Beverage,18/08/2025,11/01/2026,Bubbly Co.,211,Medium,82,0%
Soda (6-pack),Beverage,13/04/2025,28/10/2025,Bubbly Co.,63,Medium,7,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,234,Medium,2,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,81,Medium,2,20%
Apples,Produce,01/10/2025,23/10/2025,Orchard Gold,27,Low,2,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,101,Medium,5,15%
Apples,Produce,04/10/2025,29/10/2025,Orchard Gold,56,High,8,20%
Frozen Pizza,Frozen,19/11/2024,12/12/2025,QuickMeals,277,Medium,52,0%
Soda (6-pack),Beverage,04/08/2025,12/02/2026,Bubbly Co.,225,High,114,0%
Cheddar Cheese,Dairy,14/09/2025,14/11/2025,DairyLand,257,Low,24,5%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,35,Medium,2,20%
Frozen Pizza,Frozen,01/05/2025,05/07/2026,QuickMeals,181,Low,257,0%
Frozen Pizza,Frozen,14/03/2025,01/02/2026,QuickMeals,69,Medium,103,0%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,229,Low,6,15%
Frozen Pizza,Frozen,20/05/2025,27/03/2026,QuickMeals,63,Medium,157,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,23,High,1,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,72,High,3,20%
Chicken Breast,Meat,19/10/2025,24/10/2025,Quality Meats,121,Medium,3,20%
Fresh Milk,Dairy,21/10/2025,30/10/2025,FarmFresh,194,High,9,0%
Cheddar Cheese,Dairy,01/10/2025,18/11/2025,DairyLand,188,Medium,28,0%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,273,Medium,1,20%
Frozen Pizza,Frozen,09/03/2025,28/01/2026,QuickMeals,262,High,99,0%
Bananas,Produce,19/10/2025,25/10/2025,Tropicana,274,Low,4,15%
Cheddar Cheese,Dairy,17/09/2025,21/11/2025,DairyLand,140,Medium,31,0%
Fresh Milk,Dairy,18/10/2025,30/10/2025,FarmFresh,29,High,9,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,117,Medium,3,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,96,Medium,1,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,183,High,2,20%
Frozen Pizza,Frozen,17/02/2025,31/03/2026,QuickMeals,32,Low,161,0%
Apples,Produce,21/10/2025,11/11/2025,Orchard Gold,98,High,21,0%
Fresh Milk,Dairy,13/10/2025,26/10/2025,FarmFresh,24,High,5,0%
Bananas,Produce,17/10/2025,25/10/2025,Tropicana,36,Medium,4,0%
Soda (6-pack),Beverage,22/09/2025,19/02/2026,Bubbly Co.,68,Low,121,0%
Frozen Pizza,Frozen,27/02/2025,12/02/2026,QuickMeals,252,Low,114,0%
Frozen Pizza,Frozen,14/12/2024,13/11/2025,QuickMeals,240,High,23,0%
Fresh Milk,Dairy,20/10/2025,02/11/2025,FarmFresh,121,Medium,12,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,265,High,2,20%
Cheddar Cheese,Dairy,17/09/2025,18/11/2025,DairyLand,182,High,28,0%
Fresh Milk,Dairy,13/10/2025,24/10/2025,FarmFresh,35,Low,3,20%
Soda (6-pack),Beverage,30/06/2025,29/01/2026,Bubbly Co.,145,High,100,0%
Soda (6-pack),Beverage,05/04/2025,24/10/2025,Bubbly Co.,200,Low,3,20%
Cheddar Cheese,Dairy,18/09/2025,27/11/2025,DairyLand,93,High,37,0%
Soda (6-pack),Beverage,31/07/2025,26/02/2026,Bubbly Co.,167,Medium,128,10%
Frozen Pizza,Frozen,06/02/2025,08/02/2026,QuickMeals,73,Medium,110,0%
Yogurt,Dairy,20/10/2025,08/11/2025,DairyLand,115,Medium,18,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,136,Low,3,20%
Apples,Produce,01/10/2025,30/10/2025,Orchard Gold,75,Medium,9,0%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,262,High,1,20%
Apples,Produce,04/10/2025,30/10/2025,Orchard Gold,67,High,9,0%
Frozen Pizza,Frozen,03/05/2025,06/03/2026,QuickMeals,192,Low,136,0%
Bananas,Produce,19/10/2025,25/10/2025,Tropicana,294,Medium,4,10%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,135,Medium,2,20%
Yogurt,Dairy,17/10/2025,05/11/2025,DairyLand,69,Medium,15,0%
Fresh Milk,Dairy,12/10/2025,24/10/2025,FarmFresh,22,High,3,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,57,High,1,20%
Soda (6-pack),Beverage,18/07/2025,24/12/2025,Bubbly Co.,148,Low,64,0%
Fresh Milk,Dairy,20/10/2025,31/10/2025,FarmFresh,280,Low,10,10%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,31,Medium,3,20%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,32,Medium,2,0%
Apples,Produce,16/10/2025,11/11/2025,Orchard Gold,190,High,21,0%
Soda (6-pack),Beverage,30/09/2025,20/04/2026,Bubbly Co.,245,Medium,181,20%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,132,Medium,2,20%
Cheddar Cheese,Dairy,24/08/2025,26/10/2025,DairyLand,41,Medium,5,10%
Yogurt,Dairy,18/10/2025,04/11/2025,DairyLand,271,Medium,14,10%
Chicken Breast,Meat,19/10/2025,25/10/2025,Quality Meats,86,High,4,15%
Soda (6-pack),Beverage,03/08/2025,23/01/2026,Bubbly Co.,95,Low,94,0%
Fresh Milk,Dairy,20/10/2025,01/11/2025,FarmFresh,127,Medium,11,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,197,High,4,15%
Yogurt,Dairy,19/10/2025,10/11/2025,DairyLand,225,High,20,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,180,Medium,2,20%
Apples,Produce,19/10/2025,12/11/2025,Orchard Gold,291,High,22,0%
Yogurt,Dairy,09/10/2025,25/10/2025,DairyLand,251,High,4,10%
Yogurt,Dairy,09/10/2025,29/10/2025,DairyLand,147,Medium,8,5%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,193,Low,4,10%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,249,High,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,170,Low,2,20%
Bananas,Produce,13/10/2025,22/10/2025,Tropicana,246,High,1,20%
Apples,Produce,16/10/2025,14/11/2025,Orchard Gold,109,Low,24,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,171,High,3,20%
Apples,Produce,28/09/2025,25/10/2025,Orchard Gold,248,Low,4,5%
Yogurt,Dairy,03/10/2025,26/10/2025,DairyLand,180,High,5,0%
Fresh Milk,Dairy,19/10/2025,29/10/2025,FarmFresh,198,Low,8,10%
Fresh Milk,Dairy,21/10/2025,01/11/2025,FarmFresh,19,Medium,11,0%
Bananas,Produce,19/10/2025,28/10/2025,Tropicana,82,Medium,7,0%
Yogurt,Dairy,10/10/2025,30/10/2025,DairyLand,70,Medium,9,5%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,84,Medium,3,20%
Frozen Pizza,Frozen,21/12/2024,28/12/2025,QuickMeals,64,High,68,0%
Yogurt,Dairy,11/10/2025,30/10/2025,DairyLand,99,Low,9,10%
Cheddar Cheese,Dairy,05/10/2025,07/12/2025,DairyLand,101,High,47,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,159,Medium,1,20%
Bananas,Produce,17/10/2025,25/10/2025,Tropicana,225,Medium,4,10%
Fresh Milk,Dairy,21/10/2025,02/11/2025,FarmFresh,124,Medium,12,0%
Yogurt,Dairy,17/10/2025,08/11/2025,DairyLand,273,High,18,0%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,105,High,2,20%
Cheddar Cheese,Dairy,20/09/2025,12/11/2025,DairyLand,198,Medium,22,0%
Yogurt,Dairy,15/10/2025,02/11/2025,DairyLand,80,Low,12,10%
Fresh Milk,Dairy,14/10/2025,24/10/2025,FarmFresh,256,Medium,3,20%
Apples,Produce,18/10/2025,12/11/2025,Orchard Gold,217,Medium,22,0%
Soda (6-pack),Beverage,05/09/2025,29/03/2026,Bubbly Co.,246,High,159,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,83,High,2,20%
Yogurt,Dairy,04/10/2025,24/10/2025,DairyLand,204,High,3,20%
Fresh Milk,Dairy,18/10/2025,28/10/2025,FarmFresh,254,High,7,10%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,97,Medium,1,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,162,High,5,15%
Fresh Milk,Dairy,20/10/2025,30/10/2025,FarmFresh,40,Medium,9,5%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,214,High,2,20%
Yogurt,Dairy,21/10/2025,08/11/2025,DairyLand,244,High,18,10%
Chicken Breast,Meat,17/10/2025,22/10/2025,Quality Meats,221,Low,1,20%
Soda (6-pack),Beverage,14/09/2025,18/03/2026,Bubbly Co.,242,Medium,148,0%
Cheddar Cheese,Dairy,14/09/2025,08/11/2025,DairyLand,127,High,18,0%
Bananas,Produce,17/10/2025,25/10/2025,Tropicana,33,Medium,4,0%
Yogurt,Dairy,19/10/2025,10/11/2025,DairyLand,251,High,20,0%
Frozen Pizza,Frozen,25/12/2024,02/02/2026,QuickMeals,60,High,104,0%
Frozen Pizza,Frozen,12/06/2025,20/06/2026,QuickMeals,60,High,242,0%
Cheddar Cheese,Dairy,05/10/2025,03/12/2025,DairyLand,161,High,43,0%
Frozen Pizza,Frozen,26/08/2025,30/09/2026,QuickMeals,53,Low,344,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,74,Low,3,20%
Bananas,Produce,16/10/2025,22/10/2025,Tropicana,73,High,1,20%
Yogurt,Dairy,17/10/2025,03/11/2025,DairyLand,230,High,13,10%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,203,Low,3,20%
Frozen Pizza,Frozen,14/07/2025,02/09/2026,QuickMeals,38,High,316,0%
Yogurt,Dairy,09/10/2025,25/10/2025,DairyLand,232,Low,4,15%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,111,Low,3,20%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,225,High,5,15%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,98,Medium,3,20%
Yogurt,Dairy,20/10/2025,06/11/2025,DairyLand,10,Low,16,0%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,49,High,1,10%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,258,Low,3,20%
Frozen Pizza,Frozen,28/09/2025,14/10/2026,QuickMeals,169,Medium,358,20%
Fresh Milk,Dairy,12/10/2025,24/10/2025,FarmFresh,262,Low,3,20%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,58,Medium,1,20%
Yogurt,Dairy,14/10/2025,05/11/2025,DairyLand,127,High,15,0%
Apples,Produce,05/10/2025,03/11/2025,Orchard Gold,52,Low,13,10%
Bananas,Produce,18/10/2025,24/10/2025,Tropicana,230,High,3,20%
Apples,Produce,05/10/2025,29/10/2025,Orchard Gold,282,Low,8,10%
Apples,Produce,05/10/2025,31/10/2025,Orchard Gold,246,Low,10,10%
Apples,Produce,10/10/2025,08/11/2025,Orchard Gold,93,Medium,18,0%
Frozen Pizza,Frozen,03/02/2025,18/03/2026,QuickMeals,53,Medium,148,0%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,299,Medium,5,15%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,114,Low,1,20%
Soda (6-pack),Beverage,23/07/2025,25/01/2026,Bubbly Co.,132,High,96,0%
Bananas,Produce,19/10/2025,25/10/2025,Tropicana,257,Low,4,15%
Soda (6-pack),Beverage,03/07/2025,25/11/2025,Bubbly Co.,31,Low,35,0%
Frozen Pizza,Frozen,15/04/2025,04/04/2026,QuickMeals,177,Medium,165,15%
Soda (6-pack),Beverage,21/09/2025,27/02/2026,Bubbly Co.,288,Low,129,0%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,140,Low,3,20%
Soda (6-pack),Beverage,30/08/2025,22/01/2026,Bubbly Co.,266,Low,93,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,224,High,2,20%
Cheddar Cheese,Dairy,11/10/2025,02/12/2025,DairyLand,262,High,42,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,242,Medium,2,20%
Yogurt,Dairy,03/10/2025,25/10/2025,DairyLand,200,Medium,4,5%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,243,High,1,20%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,191,High,4,15%
Soda (6-pack),Beverage,02/07/2025,31/01/2026,Bubbly Co.,255,Medium,102,5%
Yogurt,Dairy,11/10/2025,28/10/2025,DairyLand,15,Low,7,15%
