Category,Days_Left,Stock_Available,Sales_Last_Week,Target_Discount
Dairy,39,103,1,1.46
Pantry,70,85,50,2.03
Bakery,42,108,20,0.0
Dairy,81,116,10,0.0
Meat,49,158,54,0.54
Meat,24,173,1,4.59
Produce,36,139,81,0.0
Pantry,89,29,69,0.56
Bakery,78,155,65,0.0
Produce,53,41,1,0.0
Pantry,16,19,80,3.81
Bakery,10,158,62,11.73
Pantry,19,21,99,0.81
Bakery,51,166,0,0.0
Pantry,34,155,72,0.0
Bakery,26,79,48,0.0
Produce,65,10,65,0.0
Frozen,32,58,10,1.51
Frozen,60,129,62,0.02
Bakery,42,64,10,0.35
Produce,21,34,97,0.5
Meat,65,198,6,0.0
Bakery,10,103,31,12.73
Meat,32,50,0,0.0
Frozen,30,192,10,0.14
Pantry,78,53,72,2.31
Pantry,1,54,36,31.18
Dairy,19,37,72,1.24
Produce,1,166,27,46.57
Pantry,7,83,47,12.26
Dairy,67,32,84,0.0
Produce,57,136,25,0.51
Pantry,76,102,33,0.0
Produce,71,120,88,0.72
Pantry,22,104,26,2.87
Meat,25,102,93,2.85
Beverage,53,65,32,1.61
Frozen,48,160,25,0.0
Meat,59,126,33,0.0
Bakery,26,133,28,1.21
Beverage,1,182,65,31.35
Meat,39,59,91,2.94
Dairy,3,66,20,33.78
Pantry,63,167,88,0.27
Dairy,6,166,77,19.42
Beverage,84,76,58,0.0
Meat,20,66,56,2.81
Dairy,89,102,55,0.0
Pantry,54,38,85,5.67
Meat,44,175,19,0.75
Pantry,51,78,6,0.0
Pantry,56,85,80,0.0
Dairy,86,197,86,0.0
Frozen,54,25,62,0.12
Pantry,17,176,95,0.69
Frozen,23,102,52,1.69
Pantry,8,112,86,8.88
Bakery,40,198,86,0.0
Bakery,81,62,88,3.06
Beverage,47,88,19,0.0
Produce,60,33,32,0.0
Dairy,55,167,27,1.04
Pantry,69,107,97,2.49
Meat,16,41,70,3.54
Produce,6,81,9,21.43
Beverage,23,152,81,0.94
Meat,2,19,17,41.2
Produce,1,45,79,44.49
Dairy,83,90,25,0.0
Pantry,74,51,41,0.0
Frozen,17,196,11,3.15
Bakery,68,98,75,2.35
Bakery,20,34,36,1.94
Produce,34,195,27,1.18
Produce,55,187,82,2.17
Beverage,59,159,38,0.64
Bakery,74,92,18,0.0
Dairy,87,17,2,2.22
Bakery,16,59,9,6.95
Dairy,60,19,13,1.18
Frozen,31,54,2,0.0
Dairy,26,45,36,3.53
Dairy,77,53,55,5.49
Beverage,2,193,57,26.93
Dairy,79,170,90,0.0
Dairy,1,183,6,50.0
Frozen,61,99,42,0.0
Bakery,52,153,1,0.0
Bakery,46,166,96,0.0
Pantry,87,184,58,0.63
Frozen,84,28,30,0.0
Bakery,55,174,34,0.68
Produce,40,163,27,1.47
Pantry,19,110,48,0.48
Bakery,25,168,57,1.02
Meat,14,113,21,6.17
Bakery,24,81,55,3.57
Dairy,70,78,22,0.0
Beverage,56,173,34,4.69
Beverage,57,71,8,1.43
Dairy,34,78,11,0.0
Pantry,51,173,54,2.16
Pantry,71,196,78,0.0
Bakery,75,83,64,0.0
Beverage,87,148,48,0.0
Produce,8,56,45,8.03
Beverage,54,19,76,1.29
Pantry,12,170,29,6.29
Meat,82,39,8,2.1
Pantry,45,126,61,0.98
Produce,79,166,91,0.6
Beverage,20,106,13,4.86
Bakery,70,33,4,0.0
Pantry,22,26,64,2.52
Produce,73,180,32,0.0
Bakery,28,161,5,0.57
Beverage,14,10,23,7.47
Pantry,76,18,47,2.01
Bakery,9,84,44,13.77
Produce,53,162,48,0.0
Bakery,60,57,66,3.02
Dairy,21,104,36,4.85
Beverage,72,30,24,0.0
Dairy,82,46,18,1.7
Frozen,41,171,70,0.0
Meat,21,146,93,3.84
Beverage,79,115,45,0.0
Dairy,49,25,24,0.0
Meat,7,119,66,20.05
Pantry,30,78,97,1.71
Dairy,54,83,48,0.0
Dairy,25,163,27,0.77
Meat,28,162,94,1.71
Dairy,16,193,99,0.44
Dairy,33,174,91,3.86
Dairy,87,64,69,1.11
Dairy,43,52,54,3.22
Dairy,44,116,51,2.39
Meat,32,104,43,1.27
Produce,9,30,6,14.71
Beverage,25,41,92,2.84
Meat,52,69,48,1.58
Frozen,57,44,35,3.62
Frozen,67,140,44,0.0
Pantry,14,176,35,2.44
Meat,44,163,65,1.62
Frozen,18,77,88,3.13
Produce,88,11,57,0.0
Meat,15,134,80,1.41
Meat,33,58,24,0.61
Frozen,42,54,6,0.31
Pantry,15,58,58,3.06
Frozen,9,112,59,8.09
Beverage,56,27,77,0.0
Beverage,57,52,93,0.0
Frozen,34,32,32,0.0
Pantry,45,138,40,0.0
Frozen,33,110,31,0.0
Dairy,2,142,32,43.02
Frozen,16,169,52,3.76
Beverage,80,140,84,4.3
Dairy,39,163,82,0.0
Dairy,77,109,72,0.0
Meat,66,183,87,0.0
Bakery,22,78,14,1.91
Dairy,15,76,16,6.94
Meat,81,151,45,0.0
Produce,64,143,42,0.0
Dairy,54,182,37,0.0
Beverage,39,190,72,0.0
Pantry,5,191,55,17.3
Frozen,5,26,83,13.43
Beverage,70,146,23,0.0
Frozen,40,189,91,1.24
Meat,88,181,25,1.23
Dairy,52,113,52,0.02
Meat,58,165,67,0.0
Bakery,78,153,14,0.05
Frozen,44,47,62,0.0
Beverage,33,116,52,0.0
Frozen,75,110,58,0.0
Produce,71,147,84,0.24
Frozen,71,65,47,0.0
Bakery,89,65,90,0.0
Bakery,9,102,0,27.84
Bakery,64,81,43,1.54
Meat,64,70,8,0.12
Meat,89,25,12,3.02
Produce,21,98,47,2.8
Frozen,28,172,60,0.0
Pantry,36,37,35,1.18
Dairy,41,72,3,0.0
Pantry,84,48,80,2.18
Pantry,55,127,26,0.0
Dairy,14,159,0,9.79
Dairy,5,166,52,25.62
Bakery,24,46,99,2.41
Dairy,6,182,96,20.87
Produce,79,146,18,0.0
Bakery,53,153,95,1.78
Produce,38,130,83,0.0
Bakery,86,148,69,1.66
Beverage,56,160,67,0.0
Bakery,47,21,96,0.0
Pantry,11,172,89,6.9
Frozen,25,88,30,1.24
Produce,19,179,74,2.62
Bakery,59,53,70,0.72
Dairy,82,17,28,0.0
Frozen,14,182,69,4.1
Produce,26,176,67,0.0
Dairy,13,136,45,5.25
Meat,67,87,42,1.92
Beverage,70,197,9,0.95
Bakery,75,55,87,0.47
Frozen,62,61,6,0.0
Frozen,65,100,90,1.5
Pantry,4,42,75,25.65
Produce,30,23,44,3.58
Meat,63,113,96,2.19
Frozen,15,196,12,6.2
Produce,60,110,40,0.0
Beverage,75,47,56,0.0
Beverage,84,175,47,1.53
Pantry,11,152,11,11.43
Meat,71,55,61,1.99
Pantry,37,15,15,1.34
Meat,37,98,3,0.0
Frozen,17,74,89,5.08
Meat,29,108,89,0.0
Frozen,85,75,21,0.41
Produce,34,107,25,2.8
Frozen,56,69,46,1.3
Bakery,37,88,33,0.0
Frozen,14,135,76,3.56
Pantry,88,97,29,0.0
Produce,74,142,56,1.08
Bakery,60,16,9,0.0
Frozen,59,163,61,0.17
Bakery,12,71,95,11.0
Pantry,43,154,5,3.02
Bakery,66,15,23,0.62
Frozen,14,65,83,2.63
Frozen,57,121,50,3.66
Dairy,71,105,34,0.38
Produce,69,10,54,0.0
Produce,17,92,74,5.67
Beverage,88,168,28,2.57
Frozen,80,35,3,0.0
Pantry,65,156,17,1.68
Produce,46,194,79,1.32
Produce,84,93,13,0.59
Beverage,34,51,89,0.07
Produce,83,189,37,0.0
Produce,24,158,26,6.29
Frozen,54,74,74,0.0
Bakery,4,73,2,50.0
Dairy,71,141,91,0.18
Pantry,24,198,46,1.6
Pantry,15,138,26,0.0
Frozen,7,167,24,9.48
Pantry,60,128,45,2.26
Produce,41,43,73,0.06
Produce,77,171,88,2.23
Frozen,55,33,90,1.47
Frozen,67,143,99,0.0
Beverage,54,81,64,1.23
Bakery,72,181,84,2.56
Pantry,37,42,79,3.04
Beverage,59,110,85,0.0
Meat,84,50,36,1.53
Frozen,66,86,25,1.63
Pantry,42,74,94,1.37
Frozen,52,70,14,1.4
Bakery,1,165,52,50.0
Dairy,1,21,58,46.86
Dairy,3,169,52,33.09
Bakery,18,11,57,3.72
Frozen,56,100,43,4.84
Beverage,31,159,51,0.0
Produce,65,70,76,0.0
Pantry,72,133,1,1.16
Bakery,34,108,83,0.0
Beverage,42,63,1,0.0
Beverage,31,19,52,0.99
Beverage,59,189,33,0.0
Frozen,52,18,12,0.0
Dairy,72,150,83,0.49
Bakery,87,163,50,0.85
Pantry,30,32,61,0.0
Frozen,67,164,56,0.33
Meat,28,196,96,0.0
Meat,14,113,41,4.1
Beverage,43,151,6,0.0
Beverage,26,97,98,1.71
Beverage,39,86,12,0.26
Pantry,70,155,65,3.59
Dairy,36,137,87,1.2
Frozen,30,43,64,1.95
Pantry,11,86,63,5.44
Meat,40,141,2,2.24
Frozen,5,78,91,14.46
Frozen,59,34,93,1.48
Meat,78,160,9,0.24
Bakery,56,122,76,1.33
Beverage,88,138,38,0.13
Bakery,59,194,89,0.0
Meat,59,198,81,0.32
Produce,70,156,85,0.0
Bakery,35,155,92,0.44
Frozen,59,152,10,1.64
Bakery,73,23,82,0.0
Bakery,32,58,38,0.82
Bakery,68,50,0,0.03
Pantry,15,170,78,5.9
Pantry,49,171,83,0.0
Bakery,73,106,19,2.19
Frozen,64,56,94,2.54
Bakery,22,72,14,1.35
Meat,73,196,14,0.0
Dairy,8,22,16,13.58
Meat,81,73,83,0.0
Bakery,49,105,56,3.2
Dairy,4,113,40,35.25
Dairy,57,140,17,0.0
Frozen,1,101,97,32.53
Frozen,50,148,67,3.49
Frozen,79,140,77,0.0
Meat,1,114,96,50.0
Pantry,47,113,34,2.17
Pantry,6,79,16,12.43
Bakery,6,105,34,21.25
Frozen,29,88,89,1.41
Frozen,79,10,94,1.49
Meat,67,70,54,0.0
Bakery,39,70,17,0.0
Frozen,38,182,57,4.54
Meat,42,91,23,0.24
Beverage,77,187,94,0.44
Produce,38,172,44,2.45
Produce,80,163,15,0.0
Beverage,66,118,25,0.74
Pantry,73,166,47,0.0
Beverage,37,191,59,0.88
Bakery,40,52,44,0.0
Dairy,73,87,81,0.43
Beverage,14,149,5,6.37
Bakery,4,65,38,36.27
Frozen,75,130,83,0.0
Dairy,21,59,14,5.03
Produce,89,24,11,1.8
Beverage,86,125,59,0.0
Pantry,59,148,91,0.0
Produce,85,179,5,0.0
Frozen,31,36,45,0.0
Frozen,1,71,38,28.83
Meat,62,199,5,0.0
Meat,50,83,93,0.0
Bakery,82,35,18,2.23
Meat,30,190,43,0.0
Pantry,55,176,28,2.22
Bakery,10,60,8,12.24
Pantry,23,147,43,0.21
Meat,52,16,67,0.0
Frozen,54,157,60,3.42
Frozen,84,192,82,0.16
Meat,24,55,32,1.1
Bakery,59,95,49,0.0
Beverage,4,168,7,41.7
Dairy,64,114,66,0.23
Dairy,40,108,47,0.0
Bakery,36,196,61,0.0
Meat,56,48,55,0.0
Pantry,46,191,77,0.85
Beverage,68,182,24,0.0
Pantry,23,48,95,0.55
Beverage,63,50,25,2.49
Pantry,6,196,47,16.2
Bakery,19,100,21,0.0
Bakery,1,190,85,50.0
Beverage,10,178,69,9.93
Meat,51,191,28,0.0
Bakery,2,113,74,42.22
Beverage,61,138,10,0.0
Produce,46,106,90,3.3
Bakery,5,152,88,31.16
Pantry,73,21,45,0.98
Beverage,34,23,37,1.11
Dairy,69,127,9,1.78
Produce,59,148,70,0.0
Meat,63,36,88,3.22
Bakery,22,113,80,4.24
Produce,83,115,83,1.28
Beverage,88,185,70,0.0
Frozen,66,56,35,0.27
Frozen,31,41,39,3.78
Frozen,11,121,83,8.16
Bakery,79,130,11,0.0
Bakery,69,31,74,0.0
Meat,1,110,96,50.0
Produce,4,95,34,30.33
Frozen,5,23,6,14.25
Bakery,48,91,61,0.0
Pantry,38,170,35,0.0
Produce,42,111,38,1.12
Beverage,61,75,97,0.0
Produce,50,55,26,0.0
Meat,3,90,11,30.59
Frozen,77,36,22,6.53
Produce,43,46,39,1.19
Produce,84,33,77,2.29
Produce,53,55,20,0.0
Bakery,86,13,36,0.0
Beverage,86,135,54,0.3
Meat,19,22,37,2.11
Produce,72,72,33,0.0
Meat,75,75,52,0.0
Produce,72,66,68,0.0
Dairy,60,174,11,0.0
Frozen,30,85,15,0.78
Produce,19,49,37,3.09
Beverage,64,160,4,2.04
Meat,40,103,71,0.0
Pantry,13,136,31,4.42
Pantry,35,175,79,3.42
Pantry,7,11,90,11.13
Bakery,69,11,51,0.08
Pantry,61,88,79,0.42
Frozen,59,136,82,0.0
Frozen,78,124,49,0.0
Meat,19,119,81,2.28
Produce,17,175,65,0.93
Pantry,21,39,79,4.22
Dairy,75,10,48,0.85
Beverage,74,108,11,1.25
Bakery,34,176,3,0.0
Dairy,41,80,17,0.0
Dairy,27,143,0,3.56
Dairy,8,90,37,13.63
Pantry,61,128,23,1.71
Frozen,41,21,18,0.43
Bakery,82,49,72,0.0
Dairy,8,18,34,13.74
Beverage,41,115,28,0.0
Pantry,63,64,60,1.21
Dairy,35,153,83,0.0
Meat,57,114,32,2.25
Frozen,27,186,7,3.12
Produce,72,199,52,1.85
Frozen,41,72,59,2.35
Pantry,61,154,35,0.0
Beverage,44,17,92,1.71
Beverage,74,47,95,1.29
Dairy,39,151,10,2.83
Meat,43,26,65,0.0
Pantry,18,155,63,5.86
Dairy,8,98,70,13.64
Pantry,21,170,11,5.52
Beverage,58,145,46,1.46
Dairy,20,89,65,3.0
Frozen,47,44,0,1.41
Meat,39,72,6,0.0
Produce,86,71,54,2.19
Dairy,60,155,84,0.0
Meat,61,65,67,0.0
Produce,13,188,18,8.05
Meat,78,175,54,0.0
Produce,68,190,25,0.0
Produce,87,73,63,0.0
Dairy,75,181,9,0.65
Beverage,35,170,36,3.55
Dairy,58,22,91,0.0
Beverage,71,63,13,0.0
Beverage,69,131,54,2.05
Bakery,61,190,83,0.0
Frozen,1,168,33,28.84
Produce,54,176,90,2.07
Bakery,26,156,39,0.0
Bakery,19,11,84,3.73
Beverage,56,91,87,0.0
Dairy,20,98,57,4.54
Meat,25,143,7,5.18
Meat,56,51,14,1.65
Meat,79,74,39,0.0
Beverage,41,69,98,1.65
Meat,72,157,19,0.37
Beverage,48,91,30,0.0
Produce,79,184,16,3.52
Dairy,35,42,36,1.37
Produce,73,151,92,0.0
Pantry,32,146,85,2.34
Dairy,7,113,39,15.3
Pantry,14,157,66,3.81
Bakery,33,187,16,2.19
Bakery,21,75,37,0.35
Produce,81,131,73,0.05
Produce,7,103,46,10.38
Pantry,4,90,17,26.15
Produce,20,151,50,0.0
Frozen,64,10,92,2.65
Produce,63,133,53,2.8
Dairy,8,23,83,11.94
Frozen,50,16,10,2.57
Frozen,38,100,89,0.27
Produce,15,155,67,1.34
Beverage,86,173,66,0.0
Beverage,59,98,83,2.68
Produce,73,25,1,1.87
Meat,27,108,69,1.46
Beverage,32,88,24,0.0
Produce,30,78,57,2.42
Pantry,10,178,74,7.96
Meat,62,58,16,3.37
Meat,8,171,80,12.38
Produce,14,182,11,10.38
Produce,70,63,67,0.0
Frozen,79,99,66,0.0
Pantry,7,53,85,6.96
Meat,27,10,66,0.14
Pantry,68,109,5,1.45
Dairy,61,192,35,0.0
Produce,51,121,56,0.04
Meat,29,140,60,0.47
Pantry,40,158,69,3.68
Frozen,14,105,31,6.73
Produce,23,124,95,5.04
Produce,33,60,35,1.58
Bakery,83,124,16,0.75
Bakery,69,138,56,0.0
Beverage,18,177,89,4.14
Bakery,51,159,39,0.0
Bakery,54,160,92,1.92
Bakery,28,149,91,0.0
Meat,50,143,21,1.89
Produce,5,20,92,28.98
Frozen,42,149,54,1.32
Beverage,84,175,50,0.15
Produce,78,107,46,0.0
Meat,70,53,85,3.35
Frozen,77,40,17,0.0
Beverage,66,121,39,0.0
Frozen,30,185,35,0.59
Produce,8,39,55,10.05
Produce,66,119,87,0.0
Beverage,37,52,65,0.0
Pantry,81,187,97,0.0
Produce,35,15,58,0.2
Produce,64,21,91,0.0
Beverage,71,65,54,0.0
Meat,88,175,18,0.0
Beverage,17,117,46,0.0
Beverage,40,38,44,0.0
Produce,24,93,74,0.0
Bakery,34,65,27,2.49
Dairy,86,148,16,3.76
Meat,78,91,85,2.57
Beverage,8,41,33,13.4
Meat,23,119,4,1.13
Meat,5,104,6,50.0
Dairy,22,55,63,4.13
Dairy,28,78,93,3.21
Pantry,27,29,66,0.0
Meat,14,102,75,5.6
Pantry,51,124,39,0.0
Bakery,15,67,59,6.29
Bakery,74,186,16,0.0
Dairy,68,53,22,0.0
Pantry,89,112,10,0.0
Produce,25,168,13,3.47
Produce,80,193,0,0.0
Bakery,22,123,44,0.72
Pantry,57,133,33,1.94
Bakery,14,141,87,1.33
Dairy,52,10,72,3.16
Dairy,64,94,36,1.41
Beverage,79,76,41,6.33
Dairy,4,181,26,36.67
Produce,72,178,42,2.39
Produce,66,75,94,3.24
Pantry,34,182,48,0.0
Meat,24,51,87,6.56
Dairy,8,138,54,13.34
Pantry,83,154,80,0.0
Pantry,13,192,61,4.54
Beverage,64,89,0,0.69
Meat,53,180,87,0.14
Pantry,46,95,29,0.72
Produce,55,106,95,0.0
Beverage,35,16,74,2.01
Beverage,78,198,41,2.8
Dairy,58,103,67,0.0
Dairy,31,194,57,0.0
Meat,53,139,12,0.0
Beverage,80,87,31,0.0
Meat,11,21,66,10.28
Frozen,73,109,93,1.61
Frozen,37,35,4,0.0
Produce,78,22,34,1.2
Frozen,27,192,80,0.0
Beverage,30,13,41,0.0
Beverage,57,131,4,1.13
Produce,21,117,75,0.0
Frozen,45,102,24,0.0
Bakery,66,97,89,0.32
Frozen,38,36,10,1.51
Produce,36,160,89,0.07
Beverage,78,177,29,0.69
Beverage,37,76,71,2.64
Frozen,16,29,81,6.43
Frozen,46,95,57,0.49
Bakery,80,144,20,2.53
Pantry,21,166,40,3.09
Produce,57,72,66,0.48
Beverage,16,109,37,4.14
Beverage,56,70,17,0.0
Dairy,56,82,86,0.0
Dairy,52,49,41,0.0
Bakery,19,90,66,3.7
Beverage,58,79,44,0.0
Pantry,11,111,21,6.21
Meat,44,61,14,0.0
Frozen,13,47,81,5.97
Meat,80,170,5,0.0
Dairy,81,173,83,0.09
Dairy,51,58,37,1.03
Dairy,66,109,95,0.0
Produce,53,157,87,2.26
Dairy,79,117,43,0.6
Dairy,32,145,75,0.55
Frozen,78,48,84,0.96
Frozen,79,105,7,0.0
Beverage,28,93,69,0.0
Dairy,1,118,10,50.0
Dairy,30,159,45,0.0
Beverage,56,53,61,0.0
Frozen,73,28,1,0.0
Dairy,84,16,71,0.0
Frozen,21,22,17,0.0
Produce,22,33,13,0.0
Bakery,8,106,47,14.1
Produce,11,105,78,10.56
Frozen,63,94,54,1.48
Frozen,69,148,65,0.01
Beverage,62,46,0,0.98
Bakery,77,21,98,0.0
Meat,35,12,6,0.0
Bakery,51,16,10,0.44
Pantry,10,113,83,6.34
Meat,72,150,73,2.08
Produce,13,169,25,5.07
Meat,86,66,83,0.0
Beverage,10,111,24,10.01
Dairy,18,21,30,6.0
Pantry,62,134,66,1.31
Dairy,25,116,60,1.24
Frozen,60,63,17,3.92
Beverage,57,120,37,0.75
Bakery,54,115,96,1.92
Frozen,71,142,83,0.23
Pantry,16,185,49,4.47
Bakery,13,85,30,7.96
Bakery,3,184,37,35.91
Beverage,71,198,4,1.16
Frozen,17,183,46,0.2
Bakery,23,154,35,4.51
Pantry,20,143,86,2.88
Frozen,40,107,65,2.89
Frozen,88,74,6,0.84
Beverage,65,66,59,0.0
Meat,59,46,96,2.97
Frozen,57,99,31,4.14
Pantry,56,179,96,0.0
Beverage,43,125,85,1.22
Frozen,50,174,89,0.55
Produce,64,20,49,1.61
Bakery,87,144,49,0.04
Produce,37,17,38,0.0
Pantry,19,61,39,0.0
Meat,42,186,88,0.21
Frozen,76,18,3,4.48
Meat,78,105,24,4.55
Frozen,88,178,28,0.0
Pantry,64,155,27,0.0
Beverage,5,142,90,16.34
Meat,34,60,97,0.45
Bakery,44,130,61,0.0
Pantry,3,66,12,24.11
Frozen,36,86,48,0.0
Dairy,14,123,61,5.04
Produce,21,77,44,5.29
Beverage,32,16,11,0.0
Beverage,84,23,58,0.0
Meat,48,93,3,0.0
Meat,80,160,33,3.83
Pantry,14,193,42,0.15
Beverage,46,63,80,1.07
Produce,87,166,59,0.01
Meat,11,124,43,10.82
Frozen,18,58,77,0.97
Bakery,18,100,62,3.86
Dairy,64,39,72,0.73
Produce,49,57,18,2.54
Beverage,1,47,31,32.79
Meat,18,11,21,2.26
Meat,7,96,47,11.77
Frozen,51,146,16,0.23
Frozen,60,21,66,0.0
Meat,73,109,26,2.82
Beverage,53,124,75,0.0
Frozen,55,44,9,1.74
Meat,89,92,89,0.0
Frozen,46,70,56,0.99
Produce,69,59,57,1.04
Frozen,88,24,61,0.52
Bakery,56,183,18,0.0
Frozen,27,110,5,1.47
Frozen,67,198,79,1.97
Produce,76,129,7,6.67
Pantry,88,10,91,0.0
Beverage,8,38,37,10.5
Beverage,57,49,53,0.17
Meat,44,121,2,2.21
Produce,2,67,74,36.79
Produce,12,132,28,7.1
Meat,28,178,19,0.5
Pantry,55,189,25,3.15
Bakery,37,126,25,0.0
Produce,55,106,58,1.96
Meat,41,43,89,2.85
Meat,63,72,71,0.94
Beverage,55,50,19,0.43
Meat,75,194,24,0.0
Bakery,13,102,46,5.7
Bakery,37,69,64,2.11
Beverage,32,117,57,0.2
Produce,31,74,43,0.0
Beverage,68,141,34,0.52
Produce,12,40,5,6.77
Beverage,81,57,9,0.0
Bakery,32,144,42,0.91
Produce,28,169,68,0.0
Dairy,88,78,61,0.0
Bakery,64,157,17,0.0
Pantry,79,51,80,0.0
Pantry,64,161,87,0.09
Dairy,66,69,95,1.78
Produce,72,18,87,0.69
Dairy,79,189,22,0.0
Beverage,35,135,42,0.0
Meat,70,147,79,0.0
Pantry,51,127,26,2.54
Frozen,31,75,5,1.22
Pantry,9,137,15,10.44
Dairy,10,175,33,9.65
Bakery,50,34,78,2.95
Beverage,27,30,64,0.78
Pantry,34,70,13,0.0
Pantry,67,128,91,0.0
Frozen,63,188,11,1.86
Dairy,34,134,54,1.79
Bakery,54,72,0,1.71
Pantry,43,163,87,3.97
Dairy,42,121,99,0.0
Pantry,12,158,98,9.24
Meat,37,185,48,0.61
Bakery,36,19,94,2.19
Pantry,32,171,36,0.0
Pantry,2,86,46,33.28
Meat,32,72,38,0.0
Beverage,28,12,20,0.53
Frozen,81,20,50,0.0
Meat,11,159,90,10.35
Bakery,5,196,36,31.06
Pantry,17,90,52,5.67
Meat,74,94,96,0.62
Beverage,18,37,34,5.48
Beverage,21,51,5,0.0
Meat,60,64,47,0.66
Meat,38,54,49,2.04
Beverage,80,128,69,2.14
Meat,79,34,99,4.3
Meat,43,157,69,1.77
Bakery,21,186,11,6.1
Dairy,7,110,82,10.85
Produce,62,147,70,0.0
Produce,35,195,5,0.57
Bakery,22,50,87,2.66
Frozen,74,102,16,3.14
Produce,62,169,64,0.0
Pantry,51,138,52,3.0
Beverage,24,66,67,2.88
Dairy,11,187,15,13.16
Pantry,37,111,2,2.31
Frozen,53,177,14,2.43
Bakery,43,40,52,0.24
Beverage,85,109,72,1.03
Pantry,60,178,11,0.73
Dairy,51,138,32,0.81
Frozen,86,144,77,0.0
Produce,43,105,0,0.0
Beverage,61,51,10,0.92
Bakery,2,162,16,50.0
Dairy,73,30,28,0.0
Dairy,64,197,43,0.27
Bakery,84,12,21,0.01
Meat,22,144,94,6.06
Beverage,12,29,25,2.22
Frozen,27,90,96,0.0
Bakery,53,112,1,0.0
Dairy,43,89,0,0.0
Produce,5,152,70,23.61
Bakery,18,109,0,8.47
Pantry,22,132,23,0.19
Bakery,72,100,77,1.15
Pantry,46,83,21,0.88
Produce,24,180,27,0.0
Beverage,59,116,7,0.0
Beverage,72,162,61,0.91
Produce,4,123,26,29.89
Meat,85,190,33,2.92
Pantry,2,13,22,30.32
Pantry,36,69,59,1.38
Beverage,79,46,2,0.0
Beverage,70,22,28,2.73
Bakery,44,37,49,3.06
Dairy,36,152,75,0.0
Dairy,48,77,73,0.04
Beverage,50,142,34,0.0
Meat,86,155,59,1.39
Beverage,4,145,80,23.39
Dairy,9,141,85,14.43
Bakery,41,86,71,1.04
Produce,89,109,26,0.0
Bakery,86,107,18,0.0
Produce,63,15,91,3.7
Dairy,21,197,37,0.08
Beverage,67,112,74,2.01
Bakery,89,122,40,0.0
Meat,40,84,32,0.0
Produce,88,154,36,2.49
Pantry,79,35,55,0.12
Frozen,3,99,72,17.91
Dairy,15,27,84,4.46
Pantry,61,137,9,0.28
Pantry,47,166,81,0.0
Frozen,7,175,21,4.99
Meat,26,184,23,1.1
Pantry,26,106,99,0.0
Bakery,35,51,38,0.0
Dairy,18,92,93,6.58
Produce,31,108,55,0.42
Produce,56,30,24,0.0
Produce,24,148,42,0.64
Produce,51,159,87,0.23
Meat,21,187,60,5.38
Bakery,83,94,9,2.01
Bakery,13,113,28,4.38
Meat,80,61,55,0.0
Beverage,47,196,29,0.12
Beverage,87,70,6,0.0
Beverage,40,159,90,0.0
Meat,75,136,70,0.0
Produce,41,59,14,1.93
Meat,61,166,58,0.0
Produce,89,81,98,4.83
Frozen,46,52,98,0.0
Dairy,87,162,94,0.0
Pantry,59,71,18,0.0
Meat,17,178,63,6.01
Pantry,53,189,27,0.13
Dairy,67,13,32,0.0
Pantry,29,94,90,0.0
Pantry,57,29,50,0.0
Bakery,30,22,76,0.0
Bakery,74,79,95,0.28
Bakery,11,77,21,8.47
Pantry,74,161,69,0.0
Beverage,42,159,22,0.0
Frozen,3,58,28,19.98
Frozen,15,167,20,2.42
Frozen,48,79,12,0.0
Bakery,78,189,82,0.0
Pantry,51,168,30,0.97
Pantry,38,164,64,0.0
Meat,44,142,30,0.51
Dairy,44,25,75,0.19
Meat,69,33,61,0.0
Dairy,84,41,94,0.0
Bakery,51,67,81,0.0
Produce,17,121,26,4.78
Beverage,62,198,65,0.0
Meat,68,28,13,1.31
Pantry,29,112,24,3.22
Bakery,84,31,63,0.0
Bakery,39,132,71,0.0
Produce,17,63,86,4.14
Produce,62,107,85,0.0
Meat,68,119,74,0.0
Produce,21,194,67,2.28
Meat,86,124,44,0.0
Dairy,66,151,42,1.32
Meat,31,89,89,0.45
Beverage,27,165,89,1.91
Frozen,31,143,8,0.0
Dairy,85,57,9,0.0
Bakery,4,140,79,37.26
Dairy,23,177,67,2.39
Meat,6,146,83,19.76
Bakery,22,74,0,8.32
Dairy,46,197,93,1.63
Frozen,34,184,41,3.25
Pantry,57,124,11,0.0
Produce,31,77,25,0.65
Dairy,30,16,55,0.0
Beverage,31,106,94,1.04
Pantry,47,163,1,3.17
Meat,74,65,31,0.0
Frozen,10,174,84,7.42
Meat,53,120,30,2.48
Meat,60,155,54,0.76
Frozen,82,150,18,5.25
Frozen,40,34,36,1.51
Dairy,53,35,14,2.2
Bakery,22,89,95,6.35
Meat,33,183,99,1.9
Beverage,31,98,36,0.0
Frozen,22,196,65,4.02
Beverage,61,32,99,2.93
Pantry,55,34,25,0.0
Produce,5,74,75,24.25
Frozen,65,126,46,0.0
Pantry,72,144,47,0.0
Beverage,17,120,39,4.3
Produce,63,139,64,0.0
Pantry,23,182,83,0.0
Dairy,4,19,84,30.86
Bakery,2,14,71,44.67
Meat,42,127,66,0.0
Meat,47,30,93,0.0
Beverage,2,164,10,49.14
Bakery,61,81,1,0.0
Pantry,8,31,12,11.01
Pantry,21,123,9,4.39
Pantry,25,17,95,0.0
Frozen,57,170,31,0.0
Beverage,22,185,25,1.44
Bakery,16,140,21,3.73
Beverage,69,104,38,0.0
Pantry,19,113,17,3.56
